ICIIN,"Dubai, United Arab Emirates",2011-03-18,2011-03-20,
ICTTE,"Dubai, United Arab Emirates",2011-03-18,2011-03-20,
MOG,"Dublin, Ireland",2010-07-05,2010-07-06,
World Social Marketing,"Dublin, Ireland",2011-04-11,2011-04-12,
CCFAIP,"Dublin, Ireland",2010-09-01,2011-07-15,
IMVIP,"Dublin, Ireland",2011-09-07,2011-09-09,
Terrorism and New Media,"Dublin, Ireland",2010-09-08,2010-09-09,
IM,"Dublin, Ireland",2011-05-23,2011-05-27,
GAE,"Dublin, Ireland",2010-09-14,2010-09-15,
ECIR,"Dublin, Ireland",2011-04-19,2011-04-21,
GECCO,"Dublin, Ireland",2011-07-12,2011-07-16,
PervasiveHealth,"Dublin, Ireland",2011-05-23,2011-05-26,
PCTH,"Dublin, Ireland",2011-05-23,2011-05-26,
ManFed.Com,"Dublin, Ireland",2011-05-23,2011-05-23,
IICE,"Dublin, Ireland",2011-10-03,2011-10-05,
BcN,"Dublin, Ireland",2011-05-23,2011-05-23,
SDEWES 2011,"Dubrovnik, Croatia",2011-09-25,2011-09-29,
ICECom,"Dubrovnik, Croatia",2010-09-20,2010-09-23,
EMC Compo,"Dubrovnik, Croatia",2011-11-06,2011-11-09,
NooJ,"Dubrovnik, Croatia",2011-06-13,2011-06-15,
PUMP,"Dundee, United Kingdom",2010-09-06,2010-09-06,
Conference on francophone studies,"Durham, United Kingdom",2011-06-25,2011-06-26,
AVoCS,"Dusseldorf, Germany",2010-09-20,2010-09-23,
I2CS,"Bangkok, Thailand",2010-06-03,2010-06-05,
SEKE,"Miami Beach, USA",2011-07-07,2011-07-09,
airrail EVENTS,"Edinburgh, United Kingdom",2010-03-18,2010-03-18,
WCB,"Edinburgh, United Kingdom",2010-07-21,2010-07-21,
WING,"Edinburgh, United Kingdom",2010-07-21,2010-07-21,
UNIF,"Edinburgh, United Kingdom",2010-07-14,2010-07-14,
ITRS,"Edinburgh, United Kingdom",2010-07-09,2010-07-09,
HSCMA,"Edinburgh, United Kingdom",2011-05-30,2011-06-01,
Create,"Edinburgh, United Kingdom",2010-06-30,2010-07-02,
LoCoCo,"Edinburgh, United Kingdom",2010-07-10,2010-07-10,
HyLo,"Edinburgh, United Kingdom",2010-07-10,2010-07-10,
ICSB,"Edinburgh, United Kingdom",2010-10-11,2010-10-14,
EMNLP,"Edinburgh, United Kingdom",2011-07-27,2011-07-31,
FCS-PrivMod,"Edinburgh, United Kingdom",2010-07-14,2010-07-15,
RULE,"Edinburgh, United Kingdom",2010-07-14,2010-07-14,
VERIFY,"Edinburgh, United Kingdom",2010-07-20,2010-07-21,
Ada-Europe,"Edinburgh, United Kingdom",2011-06-20,2011-06-24,
DASIP,"Edinburgh, United Kingdom",2010-10-26,2010-10-28,
FAA,"Edinburgh, United Kingdom",2010-10-21,2010-10-21,
LLSC,"Edmond, USA",2010-11-13,2010-11-13,
LLSC ,"Edmond, USA",2010-11-06,2010-11-06,
ADHOC-NOW,"Edmonton, Canada",2010-08-20,2010-08-22,
SPIT,"Cairo, Egypt",2011-10-06,2011-10-07,
WCEEENG,"Cairo, Egypt",2011-04-04,2011-04-07,
measuringbehavior,"Eindhoven, Netherlands",2010-08-24,2010-08-27,
SLE,"Eindhoven, Netherlands",2010-10-12,2010-10-13,
FOSD,"Eindhoven, Netherlands",2010-10-10,2010-10-10,
ACM Hypertext,"Eindhoven, Netherlands",2011-06-06,2011-06-09,
HT,"Eindhoven, Netherlands",2011-06-06,2011-06-09,
DESIRE,"Eindhoven, Netherlands",2011-10-19,2011-10-21,
MB,"Eindhoven, Netherlands ",2010-08-24,2010-08-27,
masuring behavior,"Eindhoven, Netherlands.",2010-08-24,2010-08-27,
NAFIPS,"El Paso, USA",2011-03-18,2011-03-20,
SFNC,"Heidelberg, Germany",2010-09-05,2010-09-08,
EEP11,"Heidelberg, Germany",2011-03-02,2011-03-03,
NGS11,"Heidelberg, Germany",2011-03-21,2011-03-25,
CHB11,"Heidelberg, Germany",2011-03-27,2011-04-02,
EEP11,"Heidelberg, Germany",2011-04-05,2011-04-06,
EEP11,"Heidelberg, Germany",2011-09-20,2011-09-21,
GMX11,"Heidelberg, Germany",2011-04-05,2011-04-06,
GMX11,"Heidelberg, Germany",2011-10-25,2011-10-26,
ZFN,"Heidelberg, Germany",2011-05-10,2011-05-12,
ZFN,"Heidelberg, Germany",2011-12-06,2011-12-08,
EEP03,"Heidelberg, Germany",2011-05-26,2011-05-26,
SEQ01,"Heidelberg, Germany",2011-06-20,2011-06-22,
DAT01,"Heidelberg, Germany",2011-06-27,2011-06-29,
MIQ01,"Heidelberg, Germany",2011-07-11,2011-07-15,
GEN01,"Heidelberg, Germany",2011-07-18,2011-07-20,
SSS01,"Heidelberg, Germany",2011-08-01,2011-08-06,
AIN01,"Heidelberg, Germany",2011-09-25,2011-10-01,
CCB01,"Heidelberg, Germany",2011-09-29,2011-10-07,
CBS01,"Heidelberg, Germany",2011-10-10,2011-10-14,
MET01,"Heidelberg, Germany",2011-10-23,2011-10-29,
BMP,"Heidelberg, Germany",2011-03-16,2011-03-18,
TCR,"Heidelberg, Germany",2011-09-07,2011-09-11,
EES,"Heidelberg, Germany",2011-09-17,2011-09-19,
EES,"Heidelberg, Germany",2011-10-13,2011-10-15,
SNS,"Heidelberg, Germany",2011-11-04,2011-11-05,
EMBO Practical Course,"Heidelberg, Germany",2010-09-20,2010-10-02,
ICNST,"Emei, China",2010-12-14,2010-12-15,
ICNST,"Emei, China",2010-12-18,2010-12-19,
DSP,"Sedona, USA",2011-01-04,2011-01-07,
SPATIAL,"Engelberg, Switzerland",2011-05-15,2011-05-19,
SPIN,"Enschede, Netherlands",2010-09-27,2010-09-29,
SCVT,"Enschede, Netherlands",2010-11-24,2010-11-25,
Spatial Statistics,"Enschede, Netherlands",2011-03-23,2011-03-25,
Intelligente Objete,"Erlangen, Germany",2010-05-19,2010-05-20,
NCOIET,"Erode, India",2011-02-16,2011-02-17,
XATA,"Vila do Conde, Portugal",2011-06-01,2011-06-02,
STeP,"Espoo, Finland",2010-08-17,2010-08-18,
ICANN,"Espoo, Finland",2011-06-14,2011-06-17,
ECSA,"Essen, Germany",2011-09-13,2011-09-16,
REFSQ,"Essen, Germany",2011-03-28,2011-03-30,
MMB+DFT,"Essen, Germany",2010-03-15,2010-03-17,
ICICT,"Karachi, Pakistan",2011-07-23,2011-07-24,
CMS 7 ,"Naples, Italy",2011-07-11,2011-07-13,
SKF,"Naples, Italy",2010-09-25,2010-09-26,
SIGAda,"Fairfax, USA",2010-10-24,2010-10-28,
ICMLA,"Fairfax, USA",2010-12-11,2010-12-13,
k(NO)w tomorrow,"Fairfax, USA",2010-09-25,2010-09-25,
MBSE,"Fairfax, USA",2010-09-27,2010-09-28,
DS-RT,"Fairfax, USA",2010-10-17,2010-10-20,
CCTB,"Fairfield, USA",2010-11-13,2010-11-13,
ECKM,"Famalicao, Portugal",2010-09-02,2010-09-03,
SIACG,"Faro, Portugal",2011-06-02,2011-06-03,
DAARC,"Faro, Portugal",2011-10-06,2011-10-07,
Med-Hoc-Net,"Favignana, Italy",2011-06-12,2011-06-15,
EMSS,"Fes, Morocco",2010-10-13,2010-10-15,
HMS,"Fes, Morocco",2010-10-13,2010-10-15,
MAS,"Fes, Morocco",2010-10-13,2010-10-15,
E-MEDISYS,"Fes, Morocco",2010-05-12,2010-05-14,
 METIS-CTDS,"Fes, Morocco",2010-05-20,2010-05-22,
FFH,"Wien, Austria",2011-04-27,2011-04-28,
DEON,"Firenze, Italy",2010-07-07,2010-07-09,
MTDL,"Firenze, Italy",2010-10-29,2010-10-29,
ACM MoViD,"Firenze, Italy",2010-10-25,2010-10-25,
EiMM,"Firenze, Italy",2010-10-25,2010-10-29,
SSCS,"Firenze, Italy",2010-10-29,2010-10-29,
ICECECE ,"Bangkok, Thailand",2011-03-29,2011-03-31,
ICCESSE ,"Bangkok, Thailand",2011-03-29,2011-03-31,
ICCBE ,"Bangkok, Thailand",2011-03-29,2011-03-31,
ICSDE ,"Bangkok, Thailand",2011-03-29,2011-03-31,
ICCME ,"Bangkok, Thailand",2011-03-29,2011-03-31,
ICICSE ,"Bangkok, Thailand",2011-03-29,2011-03-31,
ICCSAM ,"Bangkok, Thailand",2011-03-29,2011-03-31,
ICMSE ,"Bangkok, Thailand",2011-03-29,2011-03-31,
ICSCMS ,"Bangkok, Thailand",2011-03-29,2011-03-31,
ICCEE ,"Bangkok, Thailand",2011-03-29,2011-03-31,
ICSSE ,"Bangkok, Thailand",2011-03-29,2011-03-31,
ICWCMC ,"Bangkok, Thailand",2011-03-29,2011-03-31,
ICEST ,"Bangkok, Thailand",2011-03-29,2011-03-31,
ICABBBE ,"Bangkok, Thailand",2011-03-29,2011-03-31,
ICEFIS ,"Bangkok, Thailand",2011-03-29,2011-03-31,
ICEESD ,"Bangkok, Thailand",2011-03-29,2011-03-31,
ICMDHS ,"Bangkok, Thailand",2011-03-29,2011-03-31,
ICSED ,"Bangkok, Thailand",2011-03-29,2011-03-31,
ICCITE ,"Bangkok, Thailand",2011-03-29,2011-03-31,
ICDGS ,"Bangkok, Thailand",2011-03-29,2011-03-31,
ICSS ,"Bangkok, Thailand",2011-03-29,2011-03-31,
ICKMKE ,"Bangkok, Thailand",2011-03-29,2011-03-31,
ICBEFMS ,"Bangkok, Thailand",2011-03-29,2011-03-31,
ICCBEE ,"Bangkok, Thailand",2011-03-29,2011-03-31,
ICCAM ,"Bangkok, Thailand",2011-03-29,2011-03-31,
ICBCBBE ,"Bangkok, Thailand",2011-03-29,2011-03-31,
ICCEA ,"Bangkok, Thailand",2011-03-29,2011-03-31,
ICIE ,"Bangkok, Thailand",2011-03-29,2011-03-31,
ICECE ,"Bangkok, Thailand",2011-03-29,2011-03-31,
ICPSE ,"Bangkok, Thailand",2011-03-29,2011-03-31,
ICCDS ,"Bangkok, Thailand",2011-03-29,2011-03-31,
ICCSB ,"Bangkok, Thailand",2011-03-29,2011-03-31,
ICSSME ,"Bangkok, Thailand",2011-03-29,2011-03-31,
ICEE ,"Bangkok, Thailand",2011-03-29,2011-03-31,
ICCSE ,"Bangkok, Thailand",2011-03-29,2011-03-31,
ICMSSC ,"Bangkok, Thailand",2011-03-29,2011-03-31,
ICKM ,"Bangkok, Thailand",2011-03-29,2011-03-31,
ICAMNA ,"Bangkok, Thailand",2011-06-28,2011-06-30,
Interspeech,"Firenze, Italy",2011-08-28,2011-08-31,
SEMAPRO,"Firenze, Italy",2010-10-25,2010-10-30,
UBICOMM ,"Firenze, Italy",2010-10-25,2010-10-30,
P2PStreaming,"Firenze, Italy",2010-10-29,2010-10-29,
SAPMIA,"Firenze, Italy",2010-10-25,2010-10-29,
ICT4LanguageLearning,"Firenze, Italy",2010-11-11,2010-11-12,
AIEMPro,"Firenze, Italy",2010-10-25,2010-10-29,
ACM-3DOR,"Firenze, Italy",2010-10-29,2010-10-29,
AFFINE,"Firenze, Italy",2010-10-29,2010-10-29,
SSPW,"Firenze, Italy",2010-10-29,2010-10-29,
The Future of Education,"Firenze, Italy",2011-06-16,2011-06-17,
ICT for Language Learning,"Firenze, Italy",2011-11-10,2011-11-11,
ECCV,"Firenze, Italy",2012-10-07,2012-10-13,
SBESC,"Florianopolis, Brazil",2011-11-07,2011-11-11,
SBgames,"Florianopolis, Brazil",2010-11-08,2010-11-10,
BTW,"Fort Collins, USA",2010-09-14,2010-09-16,
TX Wesleyan Law Energy,"Fort Worth, USA",2011-03-03,2011-03-04,
MOST Forum,"Frankfurt, Germany",2011-04-05,2011-04-05,
PFLDNeT,"Lancaster, United Kingdom",2010-11-28,2010-11-29,
EL,"Freiburg, Germany",2010-07-26,2010-07-29,
ISA,"Freiburg, Germany",2010-07-29,2010-07-31,
CT,"Freiburg, Germany",2010-07-26,2010-07-28,
TNS,"Freiburg, Germany",2010-07-26,2010-07-28,
WBC,"Freiburg, Germany",2010-07-29,2010-07-31,
ICT,"Freiburg, Germany",2010-07-19,2010-07-31,
I,"Freiburg, Germany",2010-07-26,2010-07-28,
ECDM,"Freiburg, Germany",2010-07-28,2010-07-30,
DM,"Freiburg, Germany",2010-07-28,2010-07-30,
ICCT,"Freiburg, Germany",2010-07-26,2010-07-28,
EL,"Freiburg, Germany",2010-07-26,2010-07-29,
ISA,"Freiburg, Germany",2010-07-29,2010-07-31,
WAC,"Freiburg, Germany",2010-07-26,2010-07-28,
ICT,"Freiburg, Germany",2010-07-29,2010-07-28,
WBC,"Freiburg, Germany",2010-07-29,2010-07-31,
ICAPS,"Freiburg, Germany",2011-06-11,2011-06-16,
WAC,"Freiburg, Germany  ",2010-07-26,2010-07-28,
AWIC,"Fribourg, Switzerland",2011-01-26,2011-01-28,
AWIC,"Fribourg, Switzerland",2011-01-26,2011-01-28,
AISTATS,"Fort Lauderdale, USA",2011-04-11,2011-04-13,
SIDEUS,"Fukuoka, Japan",2010-11-04,2010-11-06,
ASTSA,"Fukuoka, Japan",2010-11-04,2010-11-06,
NFSOC,"Fukuoka, Japan",2010-11-04,2010-11-06,
EDTCI,"Fukuoka, Japan",2010-11-04,2010-11-06,
BWCCA,"Fukuoka, Japan",2010-11-04,2010-11-06,
BIDS,"Fukuoka, Japan",2010-11-04,2010-11-06,
DMIEW,"Fukuoka, Japan",2010-11-04,2010-11-04,
ISLPED,"Fukuoka, Japan",2011-08-01,2011-08-03,
IWRT,"Funchal, Portugal",2010-06-08,2010-06-09,
RTSOABIS,"Funchal, Portugal",2010-06-08,2010-06-12,
EISC,"Funchal, Portugal",2010-01-01,2010-12-12,
ICSDM,"Fuzhou, China",2011-06-29,2011-07-01,
AfricaPES,"Gaborone, Botswana",2010-09-06,2010-09-08,
AfricaMS,"Gaborone, Botswana",2010-09-06,2010-09-08,
AfricaWRM,"Gaborone, Botswana",2010-09-06,2010-09-08,
AfricaHI ,"Gaborone, Botswana",2010-09-06,2010-09-08,
ESREF,"Gaeta, Italy",2010-10-11,2010-10-15,
TAC,"Gaithersburg, USA",2010-11-15,2010-11-16,
ISEEE,"Galati, Romania",2010-09-16,2010-09-18,
PGAS,"Galveston, USA",2011-10-04,2011-10-07,
PACT,"Galveston, USA",2011-10-08,2011-10-12,
BlogTalk,"Galway, Ireland",2010-08-26,2010-08-28,
SM2ACD,"Gammarth, Tunisia",2010-10-05,2010-10-06,
ICISS,"Gandhinagar, India",2010-12-15,2010-12-19,
Value,"Gauteng, South Africa",2010-08-30,2010-09-01,
WikiSym,"Gdansk, Poland",2010-07-07,2010-07-09,
ICEP,"Gdansk, Poland",2010-09-14,2010-09-16,
WUC,"Gdansk, Poland",2011-05-09,2011-05-10,
SIROCCO,"Gdansk, Poland",2011-06-26,2011-06-29,
ISIE,"Gdansk, Poland",2011-06-27,2011-06-30,
ICCCI,"Gdynia, Poland",2011-09-21,2011-09-23,
TOK,"Gebze, Kocaeli",2010-09-21,2010-09-23,
CSE,"Geneva, Switzerland",2010-07-23,2010-07-23,
CARS,"Geneva, Switzerland",2010-06-23,2010-06-26,
FGGSIR,"Geneva, Switzerland",2010-07-23,2010-07-23,
AS,"Geneva, Switzerland",2010-07-23,2010-07-23,
LSDSIR,"Geneva, Switzerland",2010-07-23,2010-07-23,
Political Theology Agenda Symposium,"Geneva, Switzerland",2010-08-18,2010-08-19,
SIMINT,"Geneva, Switzerland",2010-07-23,2010-07-23,
Political Theology Agenda Symposium,"Geneva, Switzerland",2011-07-12,2011-07-13,
ITU WT11,"Geneva, Switzerland",2011-10-25,2011-10-27,
ECOC,"Geneva, Switzerland",2011-09-18,2011-09-22,
HCP,"Genova, Italy",2011-02-09,2011-02-11,
INTETAIN,"Genova, Italy",2011-05-25,2011-05-27,
ICDSC,"Gent, Belgium",2011-08-23,2011-08-26,
America and its Crises,"Fairfax, USA",2011-04-02,2011-04-02,
WEIS,"Fairfax, USA",2011-06-14,2011-06-15,
ICIW,"Fairfax, USA",2011-03-17,2011-03-18,
SOTM,"Gerona, Spain",2010-07-09,2010-07-11,
BioTM,"Ghent, Belgium",2010-05-10,2010-05-11,
EMSOA,"Ghent, Belgium",2010-12-13,2010-12-13,
CMS,"Ghent, Belgium",2001-10-19,2001-10-21,
CMS,"Ghent, Belgium",2011-10-19,2011-10-21,
FQAS,"Ghent, Belgium",2011-10-26,2011-10-28,
ParCo,"Ghent, Belgium",2011-08-29,2011-09-02,
MPSoC,"Gifu, Japan",2010-06-28,2010-07-02,
KWEM,"Gifu, Japan",2011-01-25,2011-01-28,
UMAP,"Girona, Spain",2011-07-11,2011-07-15,
ECDL,"Glasgow, United Kingdom",2010-09-09,2010-09-10,
CIKM,"Glasgow, United Kingdom",2011-10-24,2011-10-28,
VLDL,"Glasgow, United Kingdom",2010-09-10,2010-09-10,
ULIS,"Glasgow, United Kingdom",2010-03-17,2010-03-19,
ICELIE,"Glendale, USA",2010-11-07,2010-11-10,
SiRF,"Glendale, USA",2011-01-17,2011-01-19,
MIXDES,"Gliwice, Poland",2011-06-16,2011-06-18,
HiPC Student Symposium,"Goa, India",2010-12-19,2010-12-22,
HiPC,"Goa, India",2010-12-19,2010-12-22,
WHMC,"Goa, India",2010-12-19,2010-12-19,
NWeSP,"Goa, India",2010-11-19,2010-11-21,
ICSPCS,"Gold Coast, Australia",2010-12-13,2010-12-15,
RCIS,"Gosier, France",2011-05-19,2011-05-21,
eTELEMED,"Gosier, France",2011-02-23,2011-02-28,
ACHI,"Gosier, France",2011-02-23,2011-02-28,
ICDS,"Gosier, France",2011-02-23,2011-02-28,
IPDS,"Gosier, France",2011-02-23,2011-02-28,
DILS,"Gothenburg, Sweden",2010-08-25,2010-08-27,
CITA ,"Gramado, Brazil",2011-05-16,2011-05-18,
AICV,"Granada, Spain",2010-11-03,2010-11-06,
ASETEL,"Granada, Spain",2011-01-26,2011-01-28,
iKnow,"Graz, Austria",2010-09-01,2010-09-03,
I-Semantics,"Graz, Austria",2010-09-01,2010-09-03,
I-KNOW,"Graz, Austria",2010-09-01,2010-09-03,
LDTC,"Graz, Austria",2010-09-01,2010-09-03,
ConTEL,"Graz, Austria",2011-06-15,2011-06-17,
PDP,"Ayia Napa, Cyprus",2011-02-09,2011-02-11,
EuroSPI,"Grenoble, France",2010-09-01,2010-09-03,
PASCO,"Grenoble, France",2010-07-21,2010-07-23,
AKBC,"Grenoble, France",2010-05-17,2010-05-19,
WMSN-MtM,"Grenoble, France",2010-05-17,2010-05-17,
DATE,"Grenoble, France",2011-03-14,2011-03-18,
PPES,"Grenoble, France",2011-03-18,2011-03-18,
ICCEE,"Guangzhou, China",2010-11-16,2010-11-18,
JWIS,"Guangzhou, China",2010-08-05,2010-08-06,
ISAPE,"Guangzhou, China",2010-11-29,2010-12-02,
LBS,"Guangzhou, China",2010-09-20,2010-09-22,
AOM,"Guangzhou, China",2010-12-03,2010-12-06,
ISIA,"Guangzhou, China",2010-11-10,2010-11-11,
SELLC Student Session,"Guangzhou, China",2010-12-03,2010-12-18,
SELLC Student Session,"Guangzhou, China",2010-12-03,2010-12-18,
SELLC Student Session,"Guangzhou, China",2010-12-03,2010-12-18,
IEEE ICIS ,"Guangzhou, China",2011-11-18,2011-11-20,
AWE,"Guangzhou, China",2011-03-30,2011-04-01,
ICSIP,"Guelma, Algeria",2011-05-15,2011-05-17,
COSI,"Guelma, Algeria",2011-04-24,2011-04-28,
CMSP,"Guilin, China",2011-05-14,2011-05-15,
NCIS,"Guilin, China",2011-05-14,2011-05-15,
WMWA,"Guilin, China",2010-11-17,2010-11-18,
IWSSN,"Guilin, China",2011-04-08,2011-04-10,
ISNN,"Guilin, China",2011-05-29,2011-06-01,
IWSDA,"Guilin, China",2011-10-10,2011-10-14,
ICISS,"Guilin,China",2010-10-22,2010-10-24,
FACS,"Guimaraes, Portugal ",2010-10-14,2010-10-16,
ESM,"Guimaraes, Portugal ",2011-10-24,2011-10-26,
ICIET,"Guiyang, China",2011-01-26,2011-01-28,
ICSMO,"Guiyang, China",2011-01-26,2011-01-28,
ICICN,"Guiyang, China",2011-01-26,2011-01-28,
ICSMO,"Guiyang, China",2011-01-26,2011-01-28,
ICIET,"Guiyang, China",2011-01-26,2011-01-28,
ICICN,"Guiyang, China",2011-01-26,2011-01-28,
ICISTM,"Gurgaon, India",2011-03-10,2011-03-12,
PHOTONICS,"Guwahati, India",2010-12-11,2010-12-15,
ACSA,"Gwangju, South Korea",2010-12-09,2010-12-11,
WTA,"Gwangju, South Korea",2010-12-09,2010-12-11,
ITCS,"Gwangju, South Korea",2011-10-20,2011-10-22,
IRoA,"Gwangju, South Korea",2011-10-20,2011-10-22,
FTRA WCC ,"Gwangju, South Korea",2010-12-09,2010-12-11,
ISUVR,"Gwangju, South Korea",2010-07-07,2010-07-10,
PDCAT,"Gwangju, South Korea",2011-10-20,2011-10-22,
NISS,"Gyeongju, South Korea",2010-05-11,2010-05-13,
INC,"Gyeongju, South Korea",2010-05-11,2010-05-13,
NFC,"Hagenberg, Austria",2011-02-22,2011-02-22,
PLDE,"Haifa, Israel",2010-04-14,2010-04-14,
BL-ICML,"Haifa, Israel",2010-06-25,2010-06-25,
MTMRL,"Haifa, Israel",2011-01-23,2011-01-27,
SYSTOR,"Haifa, Israel",2011-05-30,2011-06-01,
MLD,"Haifa, Israel",2010-06-25,2010-06-25,
ICMIE,"Haikou, China",2011-02-22,2011-02-24,
ICCEI,"Haikou, China",2011-02-22,2011-02-24,
ICCEI,"Haikou, China",2011-02-22,2011-02-24,
ICCEI,"Haikou, China",2011-02-22,2011-02-24,
ICMIE,"Haikou, China",2011-02-22,2011-02-24,
ICBCB,"Haikou, China",2011-02-22,2011-02-24,
ICAIT,"Hainan, China",2010-07-20,2010-07-22,
Creating Bridges,"Halifax, Canada",2010-10-13,2010-10-15,
ISPIM,"Hamburg, Germany",2011-06-12,2011-06-15,
INOC,"Hamburg, Germany",2011-06-13,2011-06-16,
InOWo,"Hamburg, Germany",2010-09-01,2010-09-02,
ISC,"Hamburg, Germany",2010-05-30,2010-06-03,
EnA-HPC,"Hamburg, Germany",2010-09-08,2010-09-10,
ACM WiSec,"Hamburg, Germany",2011-06-14,2011-06-17,
ISC,"Hamburg, Germany",2011-06-19,2011-06-23,
OGS,"Hamilton, Canada",2011-05-13,2011-05-15,
NGNS,"Hammamet, Tunisia",2011-05-20,2011-05-22,
DE,"Hammamet, Tunisia",2010-06-08,2010-06-08,
iStar,"Hammamet, Tunisia",2010-06-07,2010-06-08,
EOMAS,"Hammamet, Tunisia",2010-06-07,2010-06-08,
CCCA,"Hammamet, Tunisia",2011-03-03,2011-03-05,
WSS,"Hammamet, Tunisia",2011-04-20,2011-04-21,
WSS,"Hammamet, Tunisia",2011-04-20,2011-04-21,
LOGISTIQUA,"Hammamet, Tunisia",2011-05-20,2011-05-22,
ICNDC,"Hangzhou, China",2010-10-21,2010-10-24,
MSN,"Hangzhou, China",2010-12-20,2010-12-22,
CSCW,"Hangzhou, China",2011-03-19,2011-03-23,
APSCC,"Hangzhou, China",2010-12-06,2010-12-10,
ISCID,"Hangzhou, China",2010-10-29,2010-10-31,
ICAIE,"Hangzhou, China",2010-10-29,2010-10-30,
Adconip,"Hangzhou, China",2011-05-23,2011-05-27,
ICISE,"Hangzhou, China",2010-12-03,2010-12-05,
CPSCom,"Hangzhou, China",2010-10-31,2010-11-02,
GreenCom,"Hangzhou, China",2010-10-30,2010-11-01,
GreenCom,"Hangzhou, China",2010-12-18,2010-12-20,
WiSARN,"Hangzhou, China",2010-10-30,2010-11-01,
SocialNet,"Hangzhou, China",2010-11-01,2010-10-30,
I2MTC,"Hangzhou, China",2011-05-10,2011-05-12,
QoS,"Hangzhou, China",2010-12-06,2010-12-10,
IOTS,"Hangzhou, China",2010-12-18,2010-12-20,
ICUDL,"Hangzhou, China",2010-10-29,2010-10-31,
ICRS,"Hangzhou, China",2010-10-05,2010-10-06,
GCCCE,"Hangzhou, China",2011-05-29,2011-05-31,
MMSP,"Hangzhou, China",2011-10-17,2011-10-19,
ARRC,"Hangzhou, China",2011-03-19,2011-03-20,
IUKM,"Hangzhou, China",2011-10-28,2011-10-30,
ICDE,"Hannover, Germany",2011-04-11,2011-04-16,
GDM,"Hannover, Germany",2010-04-16,2010-04-16,
DaLi,"Hannover, Germany",2011-04-11,2011-04-11,
DMA4SP,"Hannover, Germany",2011-04-11,2011-04-11,
IWDEAEA ,"Hannover, Germany",2011-04-15,2011-04-16,
SMDB,"Hannover, Germany",2011-04-11,2011-04-11,
DESWeb,"Hannover, Germany",2011-04-11,2011-04-11,
HPSC,"Hanoi, Vietnam",2012-03-05,2012-03-09,
SoICT,"Hanoi, Vietnam",2010-08-27,2010-08-28,
awpp,"Hanoi, Vietnam",2010-12-07,2010-12-10,
RIVF,"Hanoi, Vietnam",2010-11-01,2010-11-04,
ICCVT,"Hanoi, Vietnam",2010-12-30,2010-12-31,
FGFI,"Hannover, Germany",2010-11-22,2010-11-22,
ICIMCS,"Harbin, China",2010-12-30,2010-12-31,
ICISCI,"Harbin, China",2011-01-18,2011-01-20,
CME,"Harbin, China",2011-05-22,2011-05-25,
MSIE,"Harbin, China",2011-01-06,2011-01-11,
ICACC,"Harbin, China",2011-01-18,2011-01-20,
CSEEE ,"Harbin, China",2011-03-26,2011-03-28,
EMEIT,"Harbin, China",2011-08-12,2011-08-14,
ICACC ,"Harbin, China",2011-01-18,2011-01-20,
ICISCI,"Harbin, China",2011-01-18,2011-01-20,
PQG Conference,"Boston, USA",2010-11-15,2010-11-16,
ALD Conference,"Cambridge, USA",2010-04-22,2010-04-23,
ESM,"Hasselt, Belgium",2010-10-25,2010-10-27,
DBDBD,"Hasselt, Belgium",2010-11-22,2010-11-22,
CSERC,"Heerlen, Netherlands",2011-04-07,2011-04-08,
EMBL PhD Student Symposium,"Heidelberg, Germany",2010-10-21,2010-10-23,
EES,"Heidelberg, Germany",2011-03-17,2011-03-20,
CHB,"Heidelberg, Germany",2011-03-27,2011-04-02,
CHR,"Heidelberg, Germany",2011-06-01,2011-06-05,
TOM,"Heidelberg, Germany",2011-05-05,2011-05-08,
Chemical Biology,"Heidelberg, Germany",2010-09-22,2010-09-25,
EMBL/EMBO,"Heidelberg, Germany",2010-11-05,2010-11-06,
Non-Coding Genome,"Heidelberg, Germany ",2010-10-13,2010-10-16,
9th EMBL Conference ,"Heidelberg, Germany ",2010-08-28,2010-08-30,
9th EMBL Conference ,"Heidelberg, Germany ",2010-08-28,2010-08-30,
EMBO Conference Series,"Heidelberg, Germany ",2010-09-29,2010-10-03,
EMBO Conference Series,"Heidelberg, Germany ",2010-11-13,2010-11-16,
Logica,"Hejnice, Czech Republic",2011-06-20,2011-06-24,
CVT,"Helmond, Netherlands",2010-11-17,2010-11-19,
PrimeLife/IFIP Summer School,"Helsingborg, Sweden",2010-08-02,2010-08-06,
ECIS,"Helsinki, Finland",2011-06-09,2011-06-11,
ELPUB,"Helsinki, Finland",2010-06-16,2010-06-18,
CAS,"Helsinki, Finland",2010-10-28,2010-10-30,
LESS,"Helsinki, Finland",2010-10-17,2010-10-20,
ICGSE,"Helsinki, Finland",2011-08-15,2011-08-18,
EDOC,"Helsinki, Finland",2011-08-29,2011-09-02,
IWODE,"Helsinki, Finland",2011-06-08,2011-06-08,
ICEEE,"Henan, China",2010-11-07,2010-11-09,
ISOLA,"Heraklion, Greece",2010-10-18,2010-10-20,
ESWC,"Heraklion, Greece",2011-05-29,2011-06-02,
SPOT,"Heraklion, Greece",2010-05-30,2010-05-31,
WISTP,"Heraklion, Greece",2011-06-01,2011-06-03,
ESWC Inductive & Probabilistic,"Heraklion, Greece",2011-05-29,2011-06-02,
APRESW,"Heraklion, Greece",2010-05-31,2010-05-31,
SemWiki,"Heraklion, Greece",2010-05-31,2010-05-31,
